评论内容,商品ID
珍惜你怀念！,1204889
童年,1204889
最喜欢的一本，最后总结了机器猫各种各样的道具！,1204889
只有30册不到，而且都是小时候从漫画店里偷来的，剩下的十多册要从收藏家手里花大价钱买才能集齐了。,1204889
想象力，无限量,1204889
小时候的最爱啊，哈哈。,1204889
[昔时所读]翻过一些册。有空再买全套。,1204889
我有全集~,1204889
超级爱！！！！！！！！1,1204889
最爱了！！！,1204889
这就是童年啊！   虽然看得不全。当时就惊异作者怎么会有那么强悍的想象力。印象中最深刻的还是任意门，竹蜻蜓和记忆面包！还有时光机。这几样我都想要啊！就像阿信唱的那样，如果静宜最后不是嫁给了大雄，那么一生的信仰都会崩坏。像哆啦A梦这种是不需要结局的，只是那些小孩子最后都变成了大人。,1204889
幸福,1204889
亲爱的是全套&gt;&lt;,1204889
小时候买过全套长篇，在朋友家看完全套短篇……,1204889
好看。,1204889
拥有一个哆啦A梦是每个小孩子的梦想,1204889
小时候唯一读过的漫画书,1204889
童年零花钱去向证明。,1204889
今年是机器猫诞辰-99周年。,1204889
是小朋友,1204889
换了作者以后的小叮当还是以前的那个小叮当么。,1204889
最爱读的日本漫画，哈哈,1204889
我的第一本自己书。,1204889
这个。。。都没得话说了,1204889
做梦都想有的萌宠。,1204889
太好看了！,1204889
收集了挺多本。,1204889
童年记忆。,1204889
最喜欢的动漫人物之一啦。,1204889
一直一直一直很爱,1204889
小时候好喜欢买..,1204889
都在家里放着呢。,1204889
我来标注一下~,1204889
美好的童年哇,1204889
当然没看全，但仍是心目中不可超越的经典和记忆。小时候，不开心的时候看几页都能笑出声来。,1204889
最近买的所有东西都是它,1204889
啊呀，虽然很简单，便是很有爱。为数不多的，可爱吸引我，又不以纠结的爱恨情仇杀戮为主的漫画,1204889
小叮当！,1204889
陪伴我们长大,1204889
30了，仍是最爱啊,1204889
哆啦a梦，构造了一个虚拟却温暖纯真的世界。陪伴了我的童年。尽管藤子老师已经去世，不能给哆啦a梦一个完美的结局，却不影响这一经典在我心中的地位。,1204889
叮当～童年的记忆与欢乐～突然想买套珍藏版回来。,1204889
这已经不是一个漫画，这是一个时代。,1204889
我们爱你,1204889
大雄 我等你很久了呢,1204889
最爱，没有之一,1204889
看到流泪,1204889
一直想知道自己到底漏掉了哪些单行本没看过...,1204889
美好的回忆都在里面~,1204889
童年最美的回忆,1204889
我拥有的漫画书.,1204889
大雄、把机器猫借我、一次就好,1204889
绝世经典，不读去死。,1204889
如果哆啦a梦没有了口袋，你还喜欢吗。,1204889
不解释~,1204889
小时候记得只买了六本，都被翻烂了……,1204889
我的童年，哆啦A梦每一样工具我都好想要！,1204889
&gt;&lt;,1204889
曾想把房间摆成大雄房间的样子。,1204889
我的童年,1204889
那时……,1204889
我曾经有一套啊~~,1204889
每个孩子都应该看过的。,1204889
好像是印象里看的第一部漫画,1204889
永恒的梦想与感动，力荐！,1204889
我爱你，即使你没有口袋！,1204889
T T  多啦A梦看的太多了 我就圈一本代表所有的吧,1204889
小時候花了好多年一本一本攢出的全套,1204889
吉美翻译的不如人美好，但也还说得过去。但是编辑很不负责！,1204889
故事什么的真不是我的菜，但是多啦A梦还是蛮可爱的,1204889
其实我看的不是这个版本,1204889
1970年-今,1204889
神作！惊人的想象力。,1204889
不要轻易在小说标题里写出‘世界’两个字，除非你也能写出这样自成世界的作品。,1205054
拖了半年终于看完了，好像打了一场美好的仗。牛排小男爵这名字就是从这里来的啦。马吕斯真的太讨厌，二十岁该有的毛病他全都有了，可是看看小雀斑的马吕斯，……我就都原谅他啦。,1205054
德纳第同学的出场有时候也太刻意了吧.,1205054
个人认为，第一部最好~,1205054
全书最震撼的是沙威这个人物。毁誉难辨，却有几分真实。不过不知道大过年的看完，是不是吉利。。,1205054
最伟大的法国小说,1205054
初中,1205054
那时候被芳仙的故事震撼了……,1205054
小时候我妈不让看，说怕产生消极世界观。这次因为先看了电影，觉得交代得不够清楚，所以下载原著看，所以就有了在地铁上看着手机流泪的我……好多作家是不是都兼修政治，怎么把背景写的那么真实。从小看了太多法国作家的著作，又看了《午夜巴黎》、《巴黎我爱你》、《玫瑰人生》、《两小无猜》、《这个杀手不太冷》、《天使爱美丽》这些电影，逐渐觉得法国的浪漫不是浮于表面，而是渗透骨血的，有天会去吧~,1205054
长死了真是,1205054
小时候翻来覆去看了很多遍。,1205054
“您不用向我说您是谁。这并不是我的房子，这是耶稣基督的房子。这扇门并不问走进来的人有没有名字，但是要问他是否有痛苦。您有痛苦，您又饿又渴，您安心待下吧。并且不应当谢我，不应当说我把您留在我的家里。除非是需要住处的人，谁也不是在自己家里，倒不如说您是在您的家里。这儿所有的东西都是您的，我为什么要知道您的名字呢？并且在您把您的名字告诉我以前，您已经有了一个名字，是我早知道了的。”,1205054
不愧是巨著，完美,1205054
法兰西的本相,1205054
曾掩卷痛哭,1205054
我不得不说，这真是一部伟大的小说！推荐给大家，一定要读。,1205054
小学的时候读的正正是这个人民文学的92年版。,1205054
被这个穷苦人灵魂中的大光芒照彻。,1205054
你相信爱，可是这世界很难让人爱,1205054
如果，你的出生注定了是悲剧收场,1205054
读了就忘了，连人名都记不住。这故事是告诉我们，所有杯具的起源都是婚前性行为吗？,1205054
非常喜欢。,1205054
十歲的小女孩愛上這本書是怎麼回事,1205054
一部东拉西扯风格的典范之作。,1205054
小学的时候看的。先是动画片后是书。对父亲记忆的一部分。,1205054
这是我最爱的小说之一，丰沛的内容与描述，浓重的痛楚与忧伤。,1205054
登峰造极的作品，暂时想不到之二,1205054
给我看哭了,1205054
无法言喻。,1205054
法国作家里，最喜欢雨果；雨果的作品里，最喜欢Les miserable,1205054
可以说这本小说确立了我的价值观,1205054
不悲惨，很温暖。,1205054
雨果的混乱思维,1205054
荡气回肠,1205054
终于找到这个版本的啦,1205054
皇皇巨著，有时觉得背景和议论部分比情节更好看，作者怎能如此博学！,1205054
小时候第一本读哭的小说,1205054
雨果牛逼,1205054
"宏大的描写(巴黎的历史与地理全景),丰沛的情感(雨果质朴的人道主义,爱,怜悯和救赎).对于小说来说,许多细节有趣但没那么必要,而且巧合太多",1205054
看到美丽纯洁的吉普赛女郎一点点凋谢，直到她把牙也卖光然后去做妓女，女儿最后又托付给别人就觉得 啊 没法看下去了,1205054
青春气息十足的雨果。,1205054
小时候只看过连环画版的，被音乐剧震撼之后的两个月，终于把这一课补上了....对于这样一部壮丽的画卷是没有必要评分的，只期望天朝也有自己的史诗...,1205054
这是一本儿伟大的书。就算我挑剔她华丽堆砌的词藻，嘲笑她毫无节制的戏剧化，还有自鸣得意般洋洋洒洒的且蔓且枝、宽阔浩瀚，但都无损于她的伟大。此外，她充满了光明，感人至深。,1205054
我居然还记得这个版的书皮，貌似是图书馆里的……,1205054
少年时期读本,1205054
初中粗略看完的，完全忘记了，就记得偷银烛台的情节了~,1205054
就是实在有点长,1205054
说实话，我没读完,1205054
本来还吹毛求疵的觉得书中各种铺垫有点冗长让人不耐烦，或者情节安排有些刻意，当遭遇到结束前那激荡灵魂的大段泣诉，之前一切矫情的挑剔全被一扫而光，留下的就只有泪眼朦胧和对自己内心的拷问啊。。,1205054
人性的光辉,1205054
做人要善良，要大气，要稳重，要拿得起放得下，要会宽容，要会饶恕，要会忘记。,1205054
最近social work干多了 感觉Vajean 就是个为整个社会赎罪的人。。。人物刻画力图展现社会风貌，旧制度下的法律、贫苦中的邪恶、正直和爱、传统与闭塞的思想、革命精神、宗教、自省、向善，以及一切的交织。作者或直接或间接的大段演讲虽然有些突兀吧，但是有几段还是看得热血沸腾。好久没有这样认真看长篇小说，Vajean 在酒馆里观察Cosette那段还把窝看哭了。,1205054
高考那阵子看冉阿让好好厉害强大的样子， 慢慢的， 踏入社会， 发现越来越多的冉阿让,1205054
冉阿让,1205054
启蒙,1205054
看的是青少年版的 还有拼音呢 嘿嘿,1205054
在悲惨世界里，没有人可以逃避悲剧性的命运，它属于冉阿让，也属于沙威；它属于芳汀、珂赛特，也属于埃希罗尔和马吕斯，甚至卑劣的德纳第夫妇也有其可悲之处。,1205054
再读一遍是必须的。,1205054
小学看缩略本很多遍。这次是看长的。,1205054
小时候好喜欢的~,1205054
冉阿讓，第一個告訴我怎麼做人的人。,1205054
小时候最爱的一本。雨果万岁。,1205054
用生命洗刷罪惡。,1205054
经典不解释。。。,1205054
真的是悲惨世界,1205054
虽然小，但是当时已经觉得，好苦阿,1205054
初中就读，难怪看了无所得，心里沉沉的。,1205054
冉阿让。,1205054
冉.阿让，值得我为你哭泣。,1205054
阿果,1205054
法国大革命的部分看的我太痛苦了……,1205054
找不到麥田版。,1205054
很想知道雨果眼里的世界到底是什么样子。,1205054
经典名著里唯一最值得记住的一部,1205054
有时候寄托便是断送。,1205054
我为这个小说哭过,1205054
比《巴黎圣母院》看起来轻松啊,1205054
"主教的灵魂拯救 冉阿让的救赎 人所能有的苦难与人所能达到的道德与良知的高度.冉阿让-----道德与良心就是他的法则,沙威就是一执法机器,没想到,罪恶的家庭土壤会生出小伽福洛什这样的奇葩,珂赛特就一花瓶,马吕斯就一绣花枕头,小说家屡试不爽的笔法----讲不可能成为现实----一生从不撒谎的修女因为冉阿让撒谎了,从不动摇的执法机器沙威因为冉阿让动摇纠结自杀了,----这样的烘托写法彻底的立起了冉阿让",1205054
哎呀哎呀，惨死我了,1205054
Les Misérables by VIctor Hugo.,1205054
一本绝对震憾心灵的著作,1205054
芳汀。,1205054
最爱的名著之一...,1205054
|2247:1483|,1205054
冉阿让是可怜的，芳玎也是可怜的，但是他们同样是伟大的,1205054
“简而言之，这时和那时极其相似。”该怎样生存？,1205054
忽忽,1205054
很喜欢,1205054
雨果，是我美丽的童年最爱的小说家；悲惨世界，是我童年记忆最深刻的小说；芳汀，甚至曾是我的笔名。,1205054
伟大的爱，伟大的人道主义，伟大的维克多雨果,1205054
奇怪的是，这么惨的故事，我会喜欢。,1205054
人性最伟大的光辉,1205054
爸爸买给我的......任务式。不过，书很好看～,1205054
好看的,1205054
悲情漫长,1205054
我只记的2个人了，冉啊让和珂塞特,1205054
其实结局并不悲惨,1205054
伟大,1205054
我总是坚持不下去,1205054
剧场版的电影很好看，曾经是我学法语的原因之一,1205054
当他一个人散步的时候，他安祥等待死亡，并不恐惧，亦不解释。但愿我能拥有这样一颗心灵，它陪伴我散步，直到最后一刻来临。,1205054
雨果式的崇高，雨果式的拖沓,1205054
epic; all time favourite,1205054
小时候就是喜欢这种额头凿着忠和奸的“世界名著” 小学的时候经常一个人到北京路新华书店二楼看书 在翻看这本书的时候 店员居然对我说 这部书不适合小孩子看,1205054
旷世之作,1205054
我想说 其实这些书 就是陪伴我长大的童年,1205054
难得译作,1205054
初一那年暑假，我读了人生中第一本名著——悲惨世界，连续三天读完，震撼得满心惆怅、风中凌乱，说不出话，后来，我一共读了三遍。迄今为止让我读了三遍的书还有一本是《红楼梦》,1205054
没有一种力量似爱这般伟大。。。,1205054
很小的时候读的，其实内容都忘得差不多了。,1205054
2010年，那时候我没有豆瓣。马上要重读了。最近下的电子版竟然一样，还是换一个吧。,1205054
冉阿让有个很大的优势，体力超强，像个超人，他至少用自己的身体救了两个人，车底下那个，还有海军修船厂那个。雨果在书中加入了很多自己的经历，也写了很多拿破仑的战争。重点还是在于由主人公冉阿让引出法国革命，揭露了社会不和谐，剥削与压迫最终导致革命和社会悲剧。,1205054
Not being heard is no reason for silence.没有被听见不是沉默的理由。,1205054
故事是好故事，但不是可信的故事。情节太过浪漫，雨果的叙事手段也让我不喜。,1205054
富麗堂皇。高貴的左翼青年頌歌。過去的我想必會給五星吧……,1205054
假使世间有桩可骇的事，比做梦还更现实的事，那一定是：活着，看见太阳，身强力壮，健康而温暖，能够开怀狂笑，向自己前面的光荣奔去，辉煌灿烂的光荣，觉得自己胸中有呼吸着的肺，跳动的心，明辨是非的意志，能够谈论，想，希望，恋爱，有母亲，有爱妻，有儿女，有光明，可是陡然一下，在一声号叫里落在坑里，跌着。滚着，压着，被压着，看见麦穗、花、叶和枝，却抓不住，觉得自己的刀已经失去作用，下面是人，上面是马，徒劳挣扎，眼前一片黑，觉得自己是在马蹄的蹴踏之下，骨头折断了，眼珠突出了，疯狂地咬着马蹄铁，气塞了，号着，奋力辗转，被压在那下面，心里在想：“刚才我还是一个活人！”,1205054
十年没读过过百万字的长篇了T T雨果题外议论实在是多（据说1/4），但仍是绝好的故事，收获远不止太多的震撼和感动，而是甚至觉得“自我”也得到了修正。因为悲惨世界，头一次让宗教入了心，让自我牺牲的爱入了心。冉阿让是凡人也是圣人，很少心情有能这样被主角命运牵系。人物动机和各种线索在小说里得到了比音乐剧里更长足展开，好满足。译者译书半个世纪的坎坷，也让人手中沉甸甸。,1205054
“世上有两样东西充满了我们的心灵 ，我们越对它进行思考便越觉得惊奇和敬畏 。一是我们头顶的星空，二是人内心的道德律。”,1205054
开始读这本名作，在2013年9月25日。,1205054
【小学】,1205054
就记得下水道了。,1205054
虐死了！！！虐死了！！！！！,1205054
少年时最爱的是雨果。悲天悯人。,1205054
被感动 被震撼 这才是小说,1205054
正直善良的心多可贵，只是雨果啰嗦的文风非我所爱~,1205054
“要有光！光！光！”“没有光。”,1205054
冉阿让是圣徒，雨果是大革命的董狐。真是非凡的著作！,1205054
看的时候时时觉得雨果一定经历过故事的一切，他是憎恨社会的孤独人，是失去孩子的母亲，是思念外孙的祖父，甚至是只知道秩序的警察。,1205054
大师的魅力就在于宏大叙事能够全局把控，塑造典型人物的典型性格能够完全细致入微,1205054
有故事的人不悲惨，最惨不过程序员，一年用一个单词就能描述完：coding,1205054
看到最后，让我印象最为深刻的，居然还是沙威。,1205054
读了很久才读完。小说一个字一个字堆起一个真实的虚假世界。悲惨？悲惨的是每个人都有一颗暴戾的真心。,1205054
相比悲惨世界，我倒是更爱九三年一些。,1205054
描写真的好细，第一部我就看了好几天，写出这么厚一本书真是不简单啊&lt;(=﹁&#34;﹁=)&gt;,1205054
离自己通宵看《巴黎圣母院》哭得稀里哗啦有7年之久了。这部作品的伟大让我词穷得没法表述心中的震荡。音乐：Mahler Symphony No.6&amp;9.,1205054
╮(╯▽╰)╭ 小时候看他们谈恋爱 哈哈~~~长大了开始思考社会人生╮(╯_╰)╭,1205054
很好看，虽然历史部分几乎被我跳过了，是我喜欢的正能量故事！,1205054
悲惨世界应该是我废寝忘食看完的第一本外国名著，夜半在被窝里躲着父母哭的泪眼婆娑，第二天把这本名著带去学校推荐给同学，说我读到那里那里哭泣了，还被鄙视至于嘛。,1205054
突然发现没记录，补上,1205054
世界很悲惨。,1205054
我真是用惊人的毅力读完了这800多页啊！刚看开头那无休止的描写主教大人的圣德的时候我还以为我永远看不完这本书了，结果利用在西班牙等地铁火车饭的零碎时间十多天就看完了。半道还去看了电影，结果发现电影光渲染情感了，情节则太单薄了。这也是我第一次在知道大体故事的情况下还去读原著，没办法，名著的魅力太强大。,1205054
如果说有的小说可以塑造一个人的人格，那么悲惨世界就是其中之一。,1205054
终于翻完了悲惨世界，这是我读过有限的小说中最好的之一了，雨果善于描述战争等大场面，小的冲突也写得和侦探小说一样，旁白的‘废话’写得像科普教材。除了少数穷凶极恶一生退向黑暗的虾，多数人始终良善或者最后转向光明。通篇人物都散发着光辉，主角冉阿让更是光辉的顶峰，可以说是圣人了。,1205054
经典中的经典,1205054
童年阴影,1205054
断断续续花了1个月读完，悲惨到极致的世界才是真实冉阿让和爱潘尼如果是父女该多好,1205054
悲天悯人,1205054
我当年看的就是这个版本吧，直接影响了三观。。。,1205054
终于啃完了。不知道狼叔和海瑟薇的新版电影能拍成啥样子。,1205054
上中下看得实在太累,1205054
是蛮悲惨的,1205054
昨晚上看到最后，可给我哭惨了…,1205054
任何评价和附注在这本书的光芒下都会显得很苍白吧。,1205054
小四,1205054
为什么这个世界伤你那么多，你还能这样温柔地爱他,1205054
上大学时候读的书，当时并不同情偷了面包的冉阿让，认为偷东西受到惩罚天经地义。现在理解了社会对人的巨大逼迫，稍微同情了他点。,1205054
果然和巴黎圣母院比起来还是比较中意悲惨世界。,1205054
这里是人间,1205054
我看的不是这个版本= =,1205054
“卑鄙是卑鄙者的通行证，高尚是高尚者的墓志铭” 我好想一把撕下你虚伪的面纱，看看你究竟是个什么嘴脸！,1205370
看《羊脂球》的时候真的很难过，觉得这个世界上怎么会有人是那个样子的呢……那时候还是年轻啊……还有，对那罐子里面的食物很是垂涎啊……,1205370
肉香横溢的羊脂球，与虚伪无情的贵族们相比起来，是如此地可怜又可敬,1205370
我为神马要点这本书？初中时候看的第一本外国小说？,1205370
经典,1205370
我始终对羊脂球篮子里的东西很感兴趣...汗...,1205370
其实我最喜欢的是《西蒙的爸爸》，很温暖的，可惜很少被人提起。,1205370
有段时间很迷莫泊桑，可是自从结识了芥川之后，终于觉出了西方小说与我的种种隔阂。,1205370
人性疲劳,1205370
“她为什么不逃跑呢？她为什么不逃跑呢？”我反复问着自己,1205370
对描写食物那一段一直记忆铭心！，,1205370
不知道该说是资本主义的虚伪，还是人性的虚伪。,1205370
我有认真的买过精装版我会说吗？,1205370
真实的。人性的。这两者都是极打动人的。,1205370
我就记得一句，说羊脂球的手特别肥，肥的像香肠一节一节的,1205370
05年学校奖的，05-06年看的,1205370
最喜欢的,1205370
不知道为什么，我总觉得这套书籍不好。有错别字，小时候就看的烦躁。,1205370
读是读过不过不是这个版本。具体的也忘了。依然是多少年前的事。,1205370
像流星一样划过文坛的莫泊桑,1205370
不错的，很有现实感的，虽然是外国的,1205370
默默,1205370
势利之心入木三分哪,1205370
小时候看的,1205370
愚蠢,1205370
初三的时候看的,1205370
小学读的。莫泊桑第二本。,1205370
说实话不是特别能欣赏。,1205370
初中读的……,1205370
羊脂球很像我的一个女性朋友 ，长相非身世,1205370
黑历史2,1205370
#2012271#,1205370
讥讽，精彩，拍案叫好。and then？,1205370
莫泊桑的敘事總是平靜里帶著驚心動魄,1205370
其实这书只看了一半。,1205370
我喜欢看莫泊桑的，因为短篇小说。。。读着很轻松。。。,1205370
我没有看过十三钗，但听朋友讲剧情立马就想到了“羊脂球”,1205370
小的时候读根本不知道这个小说到底讲的是啥，长大了发现原来故事是这样的。,1205370
细致描画法国的形形色色,1205370
其实我也文艺过。。,1205370
不管是什么时代，这样的“悲剧”吧，都是存在的。所以说眼光或者舌头是刀，可以杀人。,1205370
莫泊桑短篇小說之帝精采,1205370
结局看的我很纠结。,1205370
卖肉女青年的尊严论,1205370
当时还揣摩了一下背后的含义，但是，不是很明白。那才是初中吧。,1205370
生活不可能像你想象得那么好，但也不会像你想象得那么糟。我觉得人的脆弱和坚强都超乎自己的想象。有时，我可能脆弱得一句话就泪流满面，有时，也发现自己咬着牙走了很长的路。,1205370
不记得了，姑且当做读过吧,1205370
出卖身体至少比出卖灵魂来的高尚。,1205370
丑的美学,1205370
前些日子和朋友逛书店，看见北京燕山出版社换了装帧，依旧是这套经典名著。于是我想起曾经读过这个出版社的羊脂球。少的一颗星不是针对莫泊桑，而是这版本的校译。,1205370
"原来这个版本是柳先生译的,看样子这套书也可称之为名著名译了",1205370
到覺得沒有十分的趣味，只記得羊脂球的豐滿身材。,1205370
好怀念这个封面,1205370
反正不喜欢。打三星是因为老师说这是名著。,1205370
这个是我感觉最受益的经典中篇小说集^_^,1205370
外表光鲜的你不能代表什么，同时，我的身分决定不了什么,1205370
这么说起来还是小学的时候读得,1205370
短篇之王,1205370
那个时候对这些如饥似渴,1205370
睡前读本,1205370
为什么？我们的经历何其相似……,1205370
启蒙性教育,1205370
大爱,1205370
如今只记得那个疯女人……,1205370
啧啧,1205370
高三的时候读的。,1205370
看完以后真是悲哀。可还是推荐了N多同学……,1205370
3.3－－－无爱。,1205370
小学看的 一点都不喜欢,1205370
结局总是出乎意料 莫泊桑 就是有这种能力吧,1205370
初中的时候美好阅读体验,1205370
我都忘記是讲什么的了 很早以前读的,1205370
初中？高中？学项链是什么时候？,1205370
只是名著，别的什么都不是，,1205370
初中生必读。,1205370
我其实很喜欢他,1205370
青少年哲学课,1205370
初中时读。,1205370
悲哀的女人，但是伟大,1205370
莫泊桑的力量,1205370
短篇小说，一个丰满但是善良的妓女，为了帮助一车子上的人而卖身给普鲁士军官，却依然遭到他们无情的耻笑和嘲弄，人们之间淡漠的情感啊,1205370
那时我还在上小学五年级。,1205370
当年就没看完,1205370
莫泊桑的短篇小说中有种发酵的人生滋味。据说繁体版译作“脂肪球”，不会以为是减肥秘籍吧。,1205370
很可爱,1205370
短篇小说之王的作品,1205370
几乎篇篇经典,1205370
那个惨！,1205370
高大与卑微的映衬,1205370
一直不怎么喜欢看短篇的,1205370
姐姐买了放在书架上，就抽出来拿到蹲坑的时候看了 = =~,1205370
高中看的，现在大多已经想不起来了，是个小说集。后来这本书借给别人，至今未归。,1205370
她才是圣女,1205370
当时就不喜欢……,1205370
很棒……真的……讽刺，现实……,1205370
看事，看人，不要看表面，千万不要,1205370
最喜欢法国的作家了，小说写的都是一级棒啊~~,1205370
很棒,1205370
他的一对短篇当中，还是最喜欢羊脂球,1205370
人性,1205370
男人们只会说着婊子无情 然后去做无耻的事情,1205370
你不能永远活在童话里。,1205370
你是为了我们去牺牲，所以我们瞧不起你,1205370
妓女姐姐真美好,1205370
高中读物,1205370
我觉得人的脆弱和坚强都超乎自己的想象。有时，我可能脆弱得一句话就泪流满面，有时，也发现自己咬着牙走了很长的路。,1205370
对于页面上的内容简介不赞同。“写出了法国各阶层在占领者面前的不同态度，揭露了贵族资产阶级的自私、虚伪和无耻，赞扬了羊脂球的牺牲精神。”赞扬什么？在荒诞残忍的事实面前，怎么会轻易就说得清赞扬和揭露批判？,1205370
心灵的洗礼。,1205370
篇篇都很像，但篇篇都很不一样。,1205370
记得初中的时候向语文老师借莫泊桑的小说集，老师说你们这个年龄不适合读他的小说，但我还是借了读了。,1205370
人性的，太人性的,1205370
看多了真的什么都写出不来了……,1205370
高中时候读的，和羊脂球的共通点就是「饿」。,1205370
纵使人性剖析如此深入 但倘若一个国家的尊严要让一个妓女担负和挽回 那这个国家有多可悲,1205370
莫泊桑的短篇小说选。初三最后那么紧张，作业下每晚都压着这本书，一种逃避？什么时候才能改！,1205370
借来的,1205370
雪白肌理的羊脂球,1205370
忘记内容了……想再看一遍……,1205370
读这个哭过,1205370
燕山出版社= =。。。。。,1205370
谁才更高贵？,1205370
小学的时候疯狂迷恋莫泊桑~因为项链那个悲剧而迷上的吧~让我看到，人性里面的那一点点丑恶，提醒提醒，莫酿悲剧~,1205370
伤感,1205370
起码读了二十年，中学课文里就有选段~,1205370
你们的高尚品格尚不及一个妓女。,1205370
潇娃子。,1205370
那个奥尔拉真的吓死爹。,1205370
还记得那个时候咱开会我的叔叔于勒吗，注意是念一声哦！笑场一片[偷笑],1205370
小学读的,1205370
当年我看的时候是有多年轻，战战兢兢就像看黄书。,1205370
我读的是郑克鲁翻译的版本，怎么没出版成书呢，奇怪。,1205370
最喜欢《一次野餐》《泰利埃妓馆》《埃拉克利斯.格洛博士》。,1205370
谢谢左琳姐在我十几岁的时候大力支持我读书。,1205370
初中启蒙读物……,1205370
莫泊桑小说，小学时期深受影响。,1205370
家中唯一完整些的藏书。。。很喜欢的，莫泊桑，,1205370
妓女又怎地，心灵美最重要,1205370
我记得我读的是这个版本好像,1205370
感觉有点阶级斗争性。。。说是为了揭示资本主义的丑恶，其实哪个国家不是这样呢？,1205370
最记得的还是他的《漂亮朋友》啊,1205370
算是比较喜欢的一部吧 文风也是在平静的叙事里深深触动了整个内心世界,1205370
好的快十点了，可以写字了。,1205370
无聊,1205370
赤裸裸的讽刺,1205370
反正我不喜欢=  =,1205370
高中时看会觉得是名著，现在已经看不上了……,1205370
莫泊桑写得真好，情绪完全被带动，深深地震撼,1205370
真心不喜欢看类似的揭露资产阶级人性丑恶的小说,1205370
伪君子是最可怕的生物,1205370
我這本書被誰借走了現在還沒還我！！！！！！,1205370
名著都是小时候看的......,1205370
启蒙我压抑的世界观,1205370
竟然是小学时候读的 真爱充胖子,1205370
这些伪君子,1205370
最爱莫泊桑。一度觉得人生像莫泊桑也没什么不好，只可惜我不是男的，只可惜我身体还不错。感情细腻到这样的男人，大凡最后都没什么好结局吧。,1205370
矮油。。。。小學的時候想起羊脂球，就能聯想到泰坦尼克號里的那個貴婦- -,1205370
人性的剖析,1205370
我小时候确确实实读过这本书，只是那时读不懂，连羊脂球是个妓女都没看出来。。。 还得重看一遍的哈,1205370
1880年,1205370
唉。。,1205370
我记得当时初二，还曾经模仿过莫泊桑，写过一个近万字的小说，写满整个作文本，却只得了不到80分。最后那个作文本被我扔到厕所，人世间从此少了一个热爱文学的少年。,1205370
现实主义喷子，莫泊桑,1205370
高贵不是表象的东西,1205370
他有点犀利，不留情面。,1205370
印象最深的短篇还是羊脂球。深深的寒心，却又觉得是悲剧成就了圣人，成就了羊脂球。,1205370
人性,1205370
高中还是初中读过，不过大多不记得了，悲剧啊，该改进阅读的方法了,1205370
愤慨。,1205370
印刷质量蛮糟糕的。。。但是最爱莫泊桑 ╮(╯_╰)╭,1205370
很好看，但我不喜欢。,1205370
莫泊桑我记得你是患性病死的吧~,1205370
当今社会的写照。,1205370
原来我看的版本都那么早啊，有些豆瓣都找不到~~~,1205370
【书本之外亦有记忆】,1205370
但愿生的气不足以伤肝…,1205370
从我爸的书柜里找到的。,1205370
初中的时候读的吧。都不记得借给谁了。,1205370
每次都要想到初中的一道填空题和一个同学的搞笑答案。,1205370
童年的回忆,1205370
短篇小说写的好，当然，我更喜欢马克吐温 呵呵,1205370
经典悲剧人物。,1205370
#NAME?,1205370
某人的普通话教材，哈哈,1205370
羊脂球是不是述说着当代女人的悲哀。,1205370
世情薄，人情恶，红颜任飘零。,1205370
小时候的一些外国文学的确是这个版本的,1205370
不记得借给谁了...找不到了...,1205370
那么小的年纪怎么可以了解这种黑暗,1205370
人性真是个罪恶的东西。,1205370
我记得我是小本,1205370
一个关于妓女的故事莫迫桑，应该没人不知道他的《项链》吧,1205370
曾经的我为她流下来眼泪,1205370
初中还是高中？,1205370
记得小学拿起这书时  觉得这书咋写的一点也不 含蓄呢 可那会子心里有个声音 这是名著  管你是不是bitch 要读懂~~~,1205370
不够精炼 该含蓄些的 效果会更好,1205370
“一位是老修女，满脸麻坑，就好像迎面贴近中了一排霰弹似的”……描写的好劲！,1205370
法国小说里面算我比较喜欢的的了。比福楼拜合我口味。。。至于后来那群意识流，去他丫的。,1205370
韦小宝想了想，说道：“皇上曾派人来传旨，说周文王有姜太公钓鱼，汉光武有严子陵钓鱼，凡是圣明天子，必有个忠臣钓鱼。皇上派了我在这里钓鱼，咱们就叫它为‘钓鱼岛’罢。”读至最后几回，韦小宝离开通吃岛之时将其改名为钓鱼岛，虽然在地理上是不可能的，但必须为金庸先生的爱国之心点个赞。,1212893
阿珂这个臭傻逼，我操你妈的,1212893
这次重读鹿鼎记新思路出乎意料的多而且广，这是金庸先生封笔作，标准的江湖套路伪武侠，这些不需多说，首先韦小宝征俄罗斯打的几场硬仗【拥立苏菲亚女皇不算在内】实际上没有出歪招，都是用智力和妙计硬A下俄军的【我的意思是他的招数属于兵家诡道而不是小聪明】，这点与其他情节迥异，似乎金先生也有着民族热血在燃烧，此外，阿珂让我更加讨厌，无情而冷酷，杀韦小宝时毫不留手不说，居然真心想让韦小宝去交换郑克爽被吃掉，后来嫁给韦也不是所谓的爱上，而只是走投无路之后做出的理性选择而已，最后，不得不说，韦小宝的结局不算惨淡全是康熙顾念旧情放他一马的结局，是友情而非诡计给了他幸福，金先生实际也没有想让一个只会瞒天过海脚踩多船的家伙灿烂一生的想法，全书他写的最理想最伟岸的人物还是有胆有识宏图大略的康熙爷啊,1212893
有点拖拉，不过好生羡慕韦小宝，是改编成色情电影的好素材,1212893
一个流氓的幸福生活,1212893
每多看一遍就对韦小宝多佩服一分,1212893
